0,51984,5044.1367,0.28403246,341.81827,11.250286,13.210495,0.6345225,103
2908,40,3.9590209,0.046636097,24.57757,0.15333427,-0.21508402,-0.0049118074,1
3069,44,4.5614805,0.026447538,28.818354,-0.20132908,-0.0443378,0.109405115,1
3108,35,3.0122986,0.027452,25.275862,0.16001435,0.024590602,0.22105803,1
3142,25,2.1516418,0.029659398,22.584839,0.030687196,-0.07623422,0.004569288,1
3212,151,16.266413,0.027966332,51.428932,0.20828843,-0.28489307,0.09551238,1
3353,33,3.442627,0.011780247,32.082157,-0.07727089,-0.101215124,-0.050777853,1
3391,38,5.2500057,0.021129027,27.3866,-0.11025308,-0.05756896,-0.13636824,1
3480,44,3.442627,0.032027993,27.131313,0.22115569,0.27877218,-0.065017,1
3662,53,5.4221373,0.0126534095,43.22918,0.07811931,-0.09888998,0.014683329,1
3780,25,2.7541015,0.022099702,25.740757,0.061272334,0.120031334,-0.015409883,1
3871,28,3.18443,0.027033689,23.235497,0.08414548,0.25879616,-0.018280772,1
4001,24,3.18443,0.04421589,21.218426,0.011163538,-0.094570264,0.21755938,1
4063,24,1.2049193,0.058709234,19.910131,0.1957513,-0.356395,-0.12141433,1
4263,32,2.840167,0.01978288,25.78377,0.013955463,0.04799726,0.022465829,1
4296,83,9.8975525,0.028102053,38.078484,0.075796224,-0.10421482,0.081957355,1
4340,50,4.5614805,0.02483141,31.761536,0.030647142,-0.097672425,0.10844894,1
4378,30,2.9262328,0.030950751,23.207804,-0.06662875,-0.0468625,-0.08810535,1
1000000,40277,4347.9517,0.34698457,287.38135,-0.11448299,4.5494905,-6.682933,64
2000000,33809,3382.295,0.23306856,301.99652,5.52761,-6.9788985,-4.086555,89
2002089,23,2.4959044,0.012403948,27.17725,-0.032616515,0.011917778,-0.06915042,1
2002120,101,13.426245,0.030522168,40.482872,0.13919684,-0.045765392,0.074848205,1
2002159,48,5.9385314,0.019145198,35.064293,-0.053166002,0.027746996,0.07080676,1
2002242,20,1.7213135,0.012349632,20.93693,0.011201301,0.05972579,-0.034360882,1
2002318,35,5.4221373,0.018474715,28.345509,0.032293614,0.022437518,0.036426067,1
